Set,Release Date,Card Name,# Cubes,Card No.,Mana Cost,Type,Rarity,Price
Eternal Masters,2016-06-10,Llanowar Elves,28,175,{G},Creature — Elf Druid,common,0.36
Eternal Masters,2016-06-10,Rancor,28,180,{G},Enchantment — Aura,uncommon,0.84
Eternal Masters,2016-06-10,Jungle Hollow,9,239,,Land,common,0.11
Eternal Masters,2016-06-10,Scoured Barrens,11,244,,Land,common,0.11
Eternal Masters,2016-06-10,Swiftwater Cliffs,10,245,,Land,common,0.08
Eternal Masters,2016-06-10,Thornwood Falls,9,246,,Land,common,0.06
Eldritch Moon,2016-07-22,Blessed Alliance,3,13,{1}{W},Instant,uncommon,0.16
Eldritch Moon,2016-07-22,Murder,8,97,{1}{B}{B},Instant,uncommon,0.12
Eldritch Moon,2016-07-22,Borrowed Hostility,2,121,{R},Instant,common,0.06
Eldritch Moon,2016-07-22,Thermo-Alchemist,20,147,{1}{R},Creature — Human Shaman,common,0.18
Eldritch Moon,2016-07-22,Noose Constrictor,4,164,{1}{G},Creature — Snake,uncommon,0.13
Conspiracy: Take the Crown,2016-08-26,Murder,8,143,{1}{B}{B},Instant,common,0.07
Conspiracy: Take the Crown,2016-08-26,Guttersnipe,12,162,{2}{R},Creature — Goblin Shaman,uncommon,0.36
Conspiracy: Take the Crown,2016-08-26,Kiln Fiend,9,167,{1}{R},Creature — Elemental Beast,common,0.12
Kaladesh,2016-09-30,Blossoming Defense,3,146,{G},Instant,uncommon,0.74
Kaladesh,2016-09-30,Snare Thopter,3,236,{4},Artifact Creature — Thopter,uncommon,0.06
Commander 2016,2016-11-11,Treasure Cruise,23,101,{7}{U},Sorcery,common,0.24
Commander 2016,2016-11-11,Satyr Wayfinder,8,165,{1}{G},Creature — Satyr,common,0.15
Commander 2016,2016-11-11,Cranial Plating,9,249,{2},Artifact — Equipment,uncommon,0.41
Commander 2016,2016-11-11,Loxodon Warhammer,3,261,{3},Artifact — Equipment,uncommon,0.32
Commander 2016,2016-11-11,Azorius Chancery,23,282,,Land,uncommon,0.16
Commander 2016,2016-11-11,Boros Garrison,23,283,,Land,uncommon,0.22
Commander 2016,2016-11-11,Dimir Aqueduct,24,290,,Land,uncommon,0.18
Commander 2016,2016-11-11,Golgari Rot Farm,23,298,,Land,uncommon,0.26
Commander 2016,2016-11-11,Gruul Turf,23,300,,Land,uncommon,0.20
Commander 2016,2016-11-11,Izzet Boilerworks,27,302,,Land,uncommon,0.23
Commander 2016,2016-11-11,Jungle Hollow,9,303,,Land,common,0.05
Commander 2016,2016-11-11,Orzhov Basilica,23,314,,Land,uncommon,0.40
Commander 2016,2016-11-11,Rakdos Carnarium,23,315,,Land,uncommon,0.20
Commander 2016,2016-11-11,Selesnya Sanctuary,23,324,,Land,uncommon,0.22
Commander 2016,2016-11-11,Simic Growth Chamber,23,326,,Land,uncommon,0.27
Commander 2016,2016-11-11,Swiftwater Cliffs,10,330,,Land,common,0.14
Commander 2016,2016-11-11,Thornwood Falls,9,333,,Land,common,0.12
Planechase Anthology,2016-11-25,Ninja of the Deep Hours,27,21,{3}{U},Creature — Human Ninja,common,1.51
Planechase Anthology,2016-11-25,Arc Trail,4,39,{1}{R},Sorcery,uncommon,0.23
Planechase Anthology,2016-11-25,Fling,6,44,{1}{R},Instant,common,0.60
Planechase Anthology,2016-11-25,Rancor,28,76,{G},Enchantment — Aura,common,1.43
Planechase Anthology,2016-11-25,Snake Umbra,5,78,{2}{G},Enchantment — Aura,common,0.48
Planechase Anthology,2016-11-25,Dimir Aqueduct,24,116,,Land,common,0.22
Planechase Anthology,2016-11-25,Gruul Turf,23,119,,Land,common,0.28
Planechase Anthology,2016-11-25,Selesnya Sanctuary,23,125,,Land,common,0.27
Friday Night Magic 2017,2017-01-01,Noose Constrictor,4,1,{1}{G},Creature — Snake,rare,
Magic Online Promos,2017-01-18,Noose Constrictor,4,62995,{1}{G},Creature — Snake,uncommon,
Aether Revolt,2017-01-20,Shock,6,98,{R},Instant,common,0.04
Modern Masters 2017,2017-03-17,Flickerwisp,5,6,{1}{W}{W},Creature — Elemental,uncommon,0.19
Modern Masters 2017,2017-03-17,Compulsive Research,15,33,{2}{U},Sorcery,uncommon,0.10
Modern Masters 2017,2017-03-17,Vampire Nighthawk,3,87,{1}{B}{B},Creature — Vampire Shaman,uncommon,0.29
Modern Masters 2017,2017-03-17,Burning-Tree Emissary,23,207,{R/G}{R/G},Creature — Human Shaman,common,0.15
Duel Decks: Mind vs. Might,2017-03-31,Swiftwater Cliffs,10,27,,Land,common,0.19
Duel Decks: Mind vs. Might,2017-03-31,Firebolt,23,37,{R},Sorcery,common,0.11
Duel Decks: Mind vs. Might,2017-03-31,Burning-Tree Emissary,23,55,{R/G}{R/G},Creature — Human Shaman,uncommon,0.15
Amonkhet,2017-04-28,Hieroglyphic Illumination,7,57,{3}{U},Instant,common,0.03
Amonkhet,2017-04-28,Slither Blade,1,71,{U},Creature — Naga Rogue,common,0.24
Amonkhet,2017-04-28,Fling,6,132,{1}{R},Instant,common,0.09
Amonkhet,2017-04-28,Cartouche of Strength,17,158,{2}{G},Enchantment — Aura Cartouche,common,0.13
Amonkhet,2017-04-28,Enigma Drake,1,198,{1}{U}{R},Creature — Drake,uncommon,0.10
Commander Anthology,2017-06-09,Flickerwisp,5,12,{1}{W}{W},Creature — Elemental,uncommon,0.26
Commander Anthology,2017-06-09,Llanowar Elves,28,125,{G},Creature — Elf Druid,common,0.52
Commander Anthology,2017-06-09,Satyr Wayfinder,8,143,{1}{G},Creature — Satyr,common,0.16
Commander Anthology,2017-06-09,Azorius Chancery,23,239,,Land,common,0.20
Commander Anthology,2017-06-09,Boros Garrison,23,244,,Land,common,0.23
Commander Anthology,2017-06-09,Golgari Rot Farm,23,253,,Land,common,0.26
Commander Anthology,2017-06-09,Jungle Hollow,9,259,,Land,common,0.24
Commander Anthology,2017-06-09,Orzhov Basilica,23,264,,Land,common,0.18
Commander Anthology,2017-06-09,Rakdos Carnarium,23,266,,Land,common,0.25
Commander Anthology,2017-06-09,Selesnya Sanctuary,23,273,,Land,common,0.24
Archenemy: Nicol Bolas,2017-06-16,Flickerwisp,5,9,{1}{W}{W},Creature — Elemental,uncommon,0.22
Archenemy: Nicol Bolas,2017-06-16,Compulsive Research,15,23,{2}{U},Sorcery,common,0.13
Archenemy: Nicol Bolas,2017-06-16,Vampire Nighthawk,3,38,{1}{B}{B},Creature — Vampire Shaman,uncommon,0.30
Archenemy: Nicol Bolas,2017-06-16,Guttersnipe,12,51,{2}{R},Creature — Goblin Shaman,uncommon,0.41
Magic Online Promos,2017-06-17,Fling,6,36076,{1}{R},Instant,common,
Hour of Devastation,2017-07-14,Striped Riverwinder,17,48,{6}{U},Creature — Serpent,common,0.40
Hour of Devastation,2017-07-14,River Hoopoe,2,143,{G}{U},Creature — Bird,uncommon,0.08
Commander 2017,2017-08-25,Vampire Nighthawk,3,129,{1}{B}{B},Creature — Vampire Shaman,uncommon,0.28
Commander 2017,2017-08-25,Qasali Pridemage,19,189,{G}{W},Creature — Cat Wizard,common,0.19
Commander 2017,2017-08-25,Loxodon Warhammer,3,216,{3},Artifact — Equipment,uncommon,0.27
Commander 2017,2017-08-25,Boros Garrison,23,239,,Land,common,0.16
Commander 2017,2017-08-25,Dimir Aqueduct,24,245,,Land,uncommon,0.18
Commander 2017,2017-08-25,Izzet Boilerworks,27,256,,Land,uncommon,0.23
Commander 2017,2017-08-25,Orzhov Basilica,23,268,,Land,common,0.19
Commander 2017,2017-08-25,Rakdos Carnarium,23,270,,Land,common,0.21
Commander 2017,2017-08-25,Scoured Barrens,11,276,,Land,common,0.32
Commander 2017,2017-08-25,Selesnya Sanctuary,23,280,,Land,common,0.41
Commander 2017,2017-08-25,Swiftwater Cliffs,10,283,,Land,common,0.14
Ixalan,2017-09-29,Chart a Course,7,48,{1}{U},Sorcery,uncommon,0.24
Ixalan,2017-09-29,Lightning Strike,18,149,{1}{R},Instant,uncommon,0.07
Iconic Masters,2017-11-17,Thought Scour,4,76,{U},Instant,common,0.21
Iconic Masters,2017-11-17,Guttersnipe,12,131,{2}{R},Creature — Goblin Shaman,uncommon,0.28
Iconic Masters,2017-11-17,Kiln Fiend,9,137,{1}{R},Creature — Elemental Beast,common,0.13
Iconic Masters,2017-11-17,Monastery Swiftspear,21,140,{R},Creature — Human Monk,uncommon,0.39
Iconic Masters,2017-11-17,Mind Stone,23,219,{2},Artifact,common,0.27
Iconic Masters,2017-11-17,Azorius Chancery,23,232,,Land,uncommon,0.14
Iconic Masters,2017-11-17,Boros Garrison,23,233,,Land,uncommon,0.19
Iconic Masters,2017-11-17,Dimir Aqueduct,24,234,,Land,uncommon,0.17
Iconic Masters,2017-11-17,Golgari Rot Farm,23,236,,Land,uncommon,0.27
Iconic Masters,2017-11-17,Gruul Turf,23,239,,Land,uncommon,0.22
Iconic Masters,2017-11-17,Izzet Boilerworks,27,241,,Land,uncommon,0.18
Iconic Masters,2017-11-17,Orzhov Basilica,23,243,,Land,uncommon,0.23
Iconic Masters,2017-11-17,Rakdos Carnarium,23,245,,Land,uncommon,0.14
Iconic Masters,2017-11-17,Selesnya Sanctuary,23,247,,Land,uncommon,0.25
Iconic Masters,2017-11-17,Simic Growth Chamber,23,249,,Land,uncommon,0.23
Explorers of Ixalan,2017-11-24,Vampire Nighthawk,3,23,{1}{B}{B},Creature — Vampire Shaman,uncommon,0.33
Explorers of Ixalan,2017-11-24,Rancor,28,35,{G},Enchantment — Aura,uncommon,1.59
Rivals of Ixalan,2018-01-19,Curious Obsession,5,35,{U},Enchantment — Aura,uncommon,2.64
Rivals of Ixalan,2018-01-19,Ravenous Chupacabra,6,82,{2}{B}{B},Creature — Beast Horror,uncommon,0.74
Rivals of Ixalan,2018-01-19,Thrashing Brontodon,5,148,{1}{G}{G},Creature — Dinosaur,uncommon,0.09
Masters 25,2018-03-16,Murder,8,98,{1}{B}{B},Instant,common,0.06
Masters 25,2018-03-16,Ravenous Chupacabra,6,104,{2}{B}{B},Creature — Beast Horror,uncommon,0.57
Masters 25,2018-03-16,Unearth,23,113,{B},Sorcery,common,0.39
Masters 25,2018-03-16,Rancor,28,186,{G},Enchantment — Aura,uncommon,1.63
Masters 25,2018-03-16,Baloth Null,4,197,{4}{B}{G},Creature — Zombie Beast,uncommon,0.09
Duel Decks: Elves vs. Inventors,2018-04-06,Swiftwater Cliffs,10,71,,Land,common,0.07
Dominaria,2018-04-27,Champion of the Flame,5,116,{1}{R},Creature — Human Warrior,uncommon,0.07
Dominaria,2018-04-27,Two-Headed Giant,1,147,{2}{R}{R},Creature — Giant Warrior,rare,0.13
Dominaria Promos,2018-04-27,Two-Headed Giant,1,147s,{2}{R}{R},Creature — Giant Warrior,rare,
Dominaria,2018-04-27,Llanowar Elves,28,168,{G},Creature — Elf Druid,common,0.27
Dominaria Promos,2018-04-27,Llanowar Elves,28,168,{G},Creature — Elf Druid,common,
Battlebond,2018-06-08,Fumble,1,34,{1}{U},Instant,uncommon,0.36
Commander Anthology Volume II,2018-06-08,Fact or Fiction,5,42,{3}{U},Instant,uncommon,0.17
Commander Anthology Volume II,2018-06-08,Mulldrifter,29,47,{4}{U},Creature — Elemental,common,0.30
Commander Anthology Volume II,2018-06-08,Treasure Cruise,23,53,{7}{U},Sorcery,common,0.39
Commander Anthology Volume II,2018-06-08,Faithless Looting,23,96,{R},Sorcery,common,0.83
Battlebond,2018-06-08,Shock,6,184,{R},Instant,common,0.02
Commander Anthology Volume II,2018-06-08,Loxodon Warhammer,3,199,{3},Artifact — Equipment,rare,0.33
Commander Anthology Volume II,2018-06-08,Mind Stone,23,200,{2},Artifact,uncommon,0.55
Commander Anthology Volume II,2018-06-08,Azorius Chancery,23,236,,Land,uncommon,0.30
Commander Anthology Volume II,2018-06-08,Boros Garrison,23,239,,Land,common,0.39
Commander Anthology Volume II,2018-06-08,Dimir Aqueduct,24,245,,Land,common,0.22
Commander Anthology Volume II,2018-06-08,Golgari Rot Farm,23,254,,Land,uncommon,0.46
Commander Anthology Volume II,2018-06-08,Simic Growth Chamber,23,267,,Land,common,0.34
Magic Online Promos,2018-07-11,Llanowar Elves,28,68039,{G},Creature — Elf Druid,common,
Core Set 2019,2018-07-13,Murder,8,110,{1}{B}{B},Instant,uncommon,0.07
Core Set 2019 Promos,2018-07-13,Murder,8,110,{1}{B}{B},Instant,uncommon,
Core Set 2019,2018-07-13,Reassembling Skeleton,3,116,{1}{B},Creature — Skeleton Warrior,uncommon,0.23
Core Set 2019,2018-07-13,Guttersnipe,12,145,{2}{R},Creature — Goblin Shaman,uncommon,0.15
Core Set 2019 Promos,2018-07-13,Guttersnipe,12,145,{2}{R},Creature — Goblin Shaman,uncommon,
Core Set 2019,2018-07-13,Lightning Strike,18,152,{1}{R},Instant,uncommon,0.09
Core Set 2019,2018-07-13,Shock,6,156,{R},Instant,common,0.05
Core Set 2019,2018-07-13,Goreclaw. Terror of Qal Sisma,3,186,{3}{G},Legendary Creature — Bear,rare,0.89
Core Set 2019 Promos,2018-07-13,Goreclaw. Terror of Qal Sisma,3,186p,{3}{G},Legendary Creature — Bear,rare,9.89
Core Set 2019,2018-07-13,Enigma Drake,1,216,{1}{U}{R},Creature — Drake,uncommon,0.10
Core Set 2019,2018-07-13,Satyr Enchanter,3,223,{1}{G}{W},Creature — Satyr Druid,uncommon,0.49
Core Set 2019,2018-07-13,Llanowar Elves,28,314,{G},Creature — Elf Druid,common,0.57
Magic Online Promos,2018-07-14,Guttersnipe,12,69248,{2}{R},Creature — Goblin Shaman,uncommon,
Magic Online Promos,2018-07-14,Murder,8,69256,{1}{B}{B},Instant,uncommon,
Commander 2018,2018-08-09,Mulldrifter,29,94,{4}{U},Creature — Elemental,uncommon,0.27
Commander 2018,2018-08-09,Ninja of the Deep Hours,27,95,{3}{U},Creature — Human Ninja,common,1.09
Commander 2018,2018-08-09,Snake Umbra,5,162,{2}{G},Enchantment — Aura,common,0.45
Commander 2018,2018-08-09,Wild Growth,11,165,{G},Enchantment — Aura,common,0.60
Commander 2018,2018-08-09,Mind Stone,23,210,{2},Artifact,common,0.23
Commander 2018,2018-08-09,Azorius Chancery,23,233,,Land,uncommon,0.13
Commander 2018,2018-08-09,Dimir Aqueduct,24,242,,Land,uncommon,0.20
Commander 2018,2018-08-09,Golgari Rot Farm,23,249,,Land,uncommon,0.28
Commander 2018,2018-08-09,Gruul Turf,23,252,,Land,uncommon,0.19
Commander 2018,2018-08-09,Izzet Boilerworks,27,256,,Land,uncommon,0.22
Commander 2018,2018-08-09,Jungle Hollow,9,259,,Land,common,0.09
Commander 2018,2018-08-09,Orzhov Basilica,23,271,,Land,uncommon,0.14
Commander 2018,2018-08-09,Rakdos Carnarium,23,273,,Land,common,0.22
Commander 2018,2018-08-09,Scoured Barrens,11,276,,Land,common,0.09
Commander 2018,2018-08-09,Selesnya Sanctuary,23,281,,Land,common,0.19
Commander 2018,2018-08-09,Simic Growth Chamber,23,282,,Land,uncommon,0.23
Commander 2018,2018-08-09,Swiftwater Cliffs,10,284,,Land,common,0.08
Commander 2018,2018-08-09,Thornwood Falls,9,287,,Land,common,0.07
Guilds of Ravnica,2018-10-05,Crush Contraband,1,7,{3}{W},Instant,uncommon,0.16
Guilds of Ravnica,2018-10-05,Healer's Hawk,8,14,{W},Creature — Bird,common,0.11
Guilds of Ravnica,2018-10-05,Kraul Harpooner,4,136,{1}{G},Creature — Insect Warrior,uncommon,0.13
GRN Guild Kit,2018-11-02,Dimir Aqueduct,24,23,,Land,common,0.20
GRN Guild Kit,2018-11-02,Guttersnipe,12,31,{2}{R},Creature — Goblin Shaman,uncommon,0.41
GRN Guild Kit,2018-11-02,Izzet Boilerworks,27,47,,Land,common,0.25
GRN Guild Kit,2018-11-02,Golgari Rot Farm,23,74,,Land,common,0.46
GRN Guild Kit,2018-11-02,Boros Garrison,23,98,,Land,common,0.22
GRN Guild Kit,2018-11-02,Selesnya Sanctuary,23,125,,Land,common,0.27
Game Night,2018-11-16,Llanowar Elves,28,46,{G},Creature — Elf Druid,common,1.10
Game Night,2018-11-16,Thrashing Brontodon,5,50,{1}{G}{G},Creature — Dinosaur,uncommon,0.25
Game Night,2018-11-16,Snare Thopter,3,57,{4},Artifact Creature — Thopter,uncommon,0.10
M19 Gift Pack,2018-11-16,Rampaging Brontodon,1,GP5,{5}{G}{G},Creature — Dinosaur,rare,
Treasure Chest,2018-12-06,Rampaging Brontodon,1,70775,{5}{G}{G},Creature — Dinosaur,rare,
Ultimate Masters,2018-12-07,Treasure Cruise,23,79,{7}{U},Sorcery,common,0.27
Ultimate Masters,2018-12-07,Gurmag Angler,25,102,{6}{B},Creature — Zombie Fish,common,0.18
Ultimate Masters,2018-12-07,Faithless Looting,23,128,{R},Sorcery,common,0.35
Ultimate Masters,2018-12-07,Thermo-Alchemist,20,151,{1}{R},Creature — Human Shaman,common,0.17
Ultimate Masters,2018-12-07,Satyr Wayfinder,8,180,{1}{G},Creature — Satyr,common,0.12
Ultimate Masters,2018-12-07,Snake Umbra,5,182,{2}{G},Enchantment — Aura,uncommon,0.46
MTG Arena Promos,2018-12-25,Llanowar Elves,28,4,{G},Creature — Elf Druid,common,
RNA Guild Kit,2019-02-15,Azorius Chancery,23,25,,Land,uncommon,0.22
RNA Guild Kit,2019-02-15,Orzhov Basilica,23,49,,Land,common,0.25
RNA Guild Kit,2019-02-15,Rakdos Carnarium,23,77,,Land,common,0.26
RNA Guild Kit,2019-02-15,Burning-Tree Emissary,23,88,{R/G}{R/G},Creature — Human Shaman,uncommon,0.34
RNA Guild Kit,2019-02-15,Gruul Turf,23,104,,Land,common,0.26
RNA Guild Kit,2019-02-15,Simic Growth Chamber,23,131,,Land,uncommon,0.27
War of the Spark,2019-05-03,Arboreal Grazer,1,149,{G},Creature — Beast,common,0.20
Modern Horizons Art Series,2019-06-05,Ephemerate // Ephemerate,30,36,,Card // Card,common,
Modern Horizons,2019-06-14,Ephemerate,30,7,{W},Instant,common,1.49
Modern Horizons,2019-06-14,Fact or Fiction,5,50,{3}{U},Instant,uncommon,0.08
Modern Horizons,2019-06-14,Unearth,23,113,{B},Sorcery,common,0.18
Modern Horizons,2019-06-14,Firebolt,23,122,{R},Sorcery,uncommon,0.04
Modern Horizons,2019-06-14,Fists of Flame,3,123,{1}{R},Instant,common,0.11
Media Inserts,2019-07-05,Shock,6,32,{R},Instant,rare,
Core Set 2020,2019-07-12,Cloudkin Seer,26,54,{2}{U},Creature — Elemental Wizard,common,0.09
Core Set 2020,2019-07-12,Spectral Sailor,4,76,{U},Creature — Spirit Pirate,uncommon,0.16
Core Set 2020,2019-07-12,Murder,8,109,{1}{B}{B},Instant,common,0.05
Core Set 2020,2019-07-12,Shock,6,160,{R},Instant,common,0.02
Core Set 2020,2019-07-12,Thrashing Brontodon,5,197,{1}{G}{G},Creature — Dinosaur,uncommon,0.06
Core Set 2020 Promos,2019-07-12,Thrashing Brontodon,5,197,{1}{G}{G},Creature — Dinosaur,uncommon,0.26
Core Set 2020,2019-07-12,Empyrean Eagle,4,208,{1}{W}{U},Creature — Bird Spirit,uncommon,0.20
Core Set 2020,2019-07-12,Bag of Holding,1,222,{1},Artifact,rare,0.23
Core Set 2020 Promos,2019-07-12,Bag of Holding,1,222p,{1},Artifact,rare,0.95
Core Set 2020,2019-07-12,Colossus Hammer,1,223,{1},Artifact — Equipment,uncommon,2.61
Core Set 2020,2019-07-12,Jungle Hollow,9,248,,Land,common,0.08
Core Set 2020,2019-07-12,Scoured Barrens,11,251,,Land,common,0.09
Core Set 2020,2019-07-12,Swiftwater Cliffs,10,252,,Land,common,0.05
Core Set 2020,2019-07-12,Thornwood Falls,9,258,,Land,common,0.03
Core Set 2020,2019-07-12,Gnarlback Rhino,5,300,{2}{G}{G},Creature — Rhino,uncommon,0.24
Commander 2019,2019-08-23,Fact or Fiction,5,85,{3}{U},Instant,uncommon,0.13
Commander 2019,2019-08-23,Faithless Looting,23,140,{R},Sorcery,common,0.38
Commander 2019,2019-08-23,Guttersnipe,12,145,{2}{R},Creature — Goblin Shaman,uncommon,0.30
Commander 2019,2019-08-23,Azorius Chancery,23,228,,Land,uncommon,0.11
Commander 2019,2019-08-23,Boros Garrison,23,233,,Land,common,0.12
Commander 2019,2019-08-23,Dimir Aqueduct,24,239,,Land,uncommon,0.16
Commander 2019,2019-08-23,Golgari Rot Farm,23,248,,Land,uncommon,0.21
Commander 2019,2019-08-23,Gruul Turf,23,250,,Land,uncommon,0.17
Commander 2019,2019-08-23,Izzet Boilerworks,27,252,,Land,uncommon,0.21
Commander 2019,2019-08-23,Jungle Hollow,9,254,,Land,common,0.08
Commander 2019,2019-08-23,Rakdos Carnarium,23,266,,Land,common,0.19
Commander 2019,2019-08-23,Selesnya Sanctuary,23,272,,Land,common,0.25
Commander 2019,2019-08-23,Simic Growth Chamber,23,274,,Land,uncommon,0.21
Commander 2019,2019-08-23,Swiftwater Cliffs,10,279,,Land,common,0.07
Commander 2019,2019-08-23,Thornwood Falls,9,283,,Land,common,0.06
Throne of Eldraine,2019-10-04,All That Glitters,3,2,{1}{W},Enchantment — Aura,uncommon,0.72
Throne of Eldraine,2019-10-04,Ardenvale Tactician // Dizzying Swoop,20,5,{1}{W}{W} // {1}{W},Creature — Human Knight // Instant — Adventure,common,0.05
Throne of Eldraine,2019-10-04,Flutterfox,2,12,{1}{W},Creature — Fox,common,0.04
Throne of Eldraine,2019-10-04,Syr Konrad. the Grim,4,107,{3}{B}{B},Legendary Creature — Human Knight,uncommon,2.26
Throne of Eldraine,2019-10-04,Embereth Shieldbreaker // Battle Display,5,122,{1}{R} // {R},Creature — Human Knight // Sorcery — Adventure,uncommon,0.09
Throne of Eldraine,2019-10-04,Fling,6,126,{1}{R},Instant,common,0.07
Throne of Eldraine,2019-10-04,Keeper of Fables,3,163,{3}{G}{G},Creature — Cat,uncommon,0.12
Throne of Eldraine,2019-10-04,Gingerbrute,25,219,{1},Artifact Creature — Food Golem,common,0.35
Throne of Eldraine,2019-10-04,Thornwood Falls,9,313,,Land,common,0.09
Magic Online Promos,2019-10-06,Embereth Shieldbreaker // Battle Display,5,78774,{1}{R} // {R},Creature — Human Knight // Sorcery — Adventure,uncommon,
Magic Online Promos,2019-10-06,Ardenvale Tactician // Dizzying Swoop,20,78790,{1}{W}{W} // {1}{W},Creature — Human Knight // Instant — Adventure,common,
Mystery Booster,2019-11-07,Ephemerate,30,96,{W},Instant,common,1.74
Mystery Booster,2019-11-07,Healer's Hawk,8,132,{W},Creature — Bird,common,0.15
Mystery Booster,2019-11-07,Seal of Cleansing,1,219,{1}{W},Enchantment,common,0.20
Mystery Booster,2019-11-07,Chart a Course,7,312,{1}{U},Sorcery,uncommon,0.31
Mystery Booster,2019-11-07,Cloudkin Seer,26,323,{2}{U},Creature — Elemental Wizard,common,0.23
Mystery Booster,2019-11-07,Fact or Fiction,5,371,{3}{U},Instant,uncommon,0.23
Mystery Booster,2019-11-07,Hieroglyphic Illumination,7,399,{3}{U},Instant,common,0.07
Mystery Booster,2019-11-07,Mulldrifter,29,437,{4}{U},Creature — Elemental,common,0.29
Mystery Booster,2019-11-07,Ninja of the Deep Hours,27,446,{3}{U},Creature — Human Ninja,common,1.24
Mystery Booster,2019-11-07,Slither Blade,1,497,{U},Creature — Naga Rogue,common,0.31
Mystery Booster,2019-11-07,Thought Scour,4,522,{U},Instant,common,0.22
Mystery Booster,2019-11-07,Treasure Cruise,23,530,{7}{U},Sorcery,common,0.26
Mystery Booster,2019-11-07,Gurmag Angler,25,683,{6}{B},Creature — Zombie Fish,common,0.21
Mystery Booster,2019-11-07,Murder,8,717,{1}{B}{B},Instant,common,0.08
Mystery Booster,2019-11-07,Night's Whisper,18,723,{1}{B},Sorcery,common,1.15
Mystery Booster,2019-11-07,Ravenous Chupacabra,6,745,{2}{B}{B},Creature — Beast Horror,uncommon,0.39
Mystery Booster,2019-11-07,Reassembling Skeleton,3,748,{1}{B},Creature — Skeleton Warrior,uncommon,0.26
Mystery Booster,2019-11-07,Vampire Nighthawk,3,813,{1}{B}{B},Creature — Vampire Shaman,uncommon,0.19
Mystery Booster,2019-11-07,Arc Trail,4,841,{1}{R},Sorcery,uncommon,0.09
Mystery Booster,2019-11-07,Borrowed Hostility,2,869,{R},Instant,common,0.23
Mystery Booster,2019-11-07,Burst Lightning,19,879,{R},Instant,common,0.15
Mystery Booster,2019-11-07,Faithless Looting,23,919,{R},Sorcery,common,0.45
Mystery Booster,2019-11-07,Firebolt,23,927,{R},Sorcery,common,0.07
Mystery Booster,2019-11-07,Fling,6,934,{1}{R},Instant,common,0.18
Mystery Booster,2019-11-07,Guttersnipe,12,970,{2}{R},Creature — Goblin Shaman,uncommon,0.27
Mystery Booster,2019-11-07,Kiln Fiend,9,992,{1}{R},Creature — Elemental Beast,common,0.11
Mystery Booster,2019-11-07,Monastery Swiftspear,21,1017,{R},Creature — Human Monk,uncommon,0.65
Mystery Booster,2019-11-07,Shock,6,1058,{R},Instant,common,0.04
Mystery Booster,2019-11-07,Two-Headed Giant,1,1086,{2}{R}{R},Creature — Giant Warrior,rare,0.14
Mystery Booster,2019-11-07,Llanowar Elves,28,1262,{G},Creature — Elf Druid,common,0.32
Mystery Booster,2019-11-07,Rancor,28,1304,{G},Enchantment — Aura,uncommon,0.97
Mystery Booster,2019-11-07,Snake Umbra,5,1336,{2}{G},Enchantment — Aura,common,0.43
Mystery Booster,2019-11-07,Thrashing Brontodon,5,1356,{1}{G}{G},Creature — Dinosaur,uncommon,0.09
Mystery Booster,2019-11-07,Wild Growth,11,1371,{G},Enchantment — Aura,common,0.42
Mystery Booster,2019-11-07,Baloth Null,4,1396,{4}{B}{G},Creature — Zombie Beast,uncommon,0.07
Mystery Booster,2019-11-07,Qasali Pridemage,19,1467,{G}{W},Creature — Cat Wizard,common,0.20
Mystery Booster,2019-11-07,River Hoopoe,2,1477,{G}{U},Creature — Bird,uncommon,0.05
Mystery Booster,2019-11-07,Satyr Enchanter,3,1479,{1}{G}{W},Creature — Satyr Druid,uncommon,1.05
Mystery Booster,2019-11-07,Loxodon Warhammer,3,1602,{3},Artifact — Equipment,uncommon,0.28
Mystery Booster,2019-11-07,Mind Stone,23,1609,{2},Artifact,common,0.25
Mystery Booster,2019-11-07,Jungle Hollow,9,1676,,Land,common,0.11
Mystery Booster,2019-11-07,Orzhov Basilica,23,1682,,Land,common,0.20
Mystery Booster,2019-11-07,Scoured Barrens,11,1686,,Land,common,0.09
Mystery Booster,2019-11-07,Swiftwater Cliffs,10,1689,,Land,common,0.13
Mystery Booster,2019-11-07,Thornwood Falls,9,1692,,Land,common,0.12
Game Night 2019,2019-11-15,Lightning Strike,18,42,{1}{R},Instant,common,0.27
Historic Anthology 1,2019-11-21,Kiln Fiend,9,10,{1}{R},Creature — Elemental Beast,common,
Historic Anthology 1,2019-11-21,Burning-Tree Emissary,23,16,{R/G}{R/G},Creature — Human Shaman,uncommon,
Historic Anthology 1,2019-11-21,Mind Stone,23,19,{2},Artifact,common,
Theros Beyond Death,2020-01-24,Alseid of Life's Bounty,2,1,{W},Enchantment Creature — Nymph,uncommon,0.21
Theros Beyond Death,2020-01-24,Sentinel's Eyes,11,36,{W},Enchantment — Aura,common,0.10
Theros Beyond Death,2020-01-24,Cling to Dust,2,87,{B},Instant,uncommon,0.16
Theros Beyond Death,2020-01-24,Nyx Herald,2,189,{2}{G},Enchantment Creature — Centaur Shaman,uncommon,0.03
Theros Beyond Death,2020-01-24,Warbriar Blessing,6,204,{1}{G},Enchantment — Aura,common,0.05
Commander 2020,2020-04-17,Frontier Warmonger,3,52,{3}{R},Creature — Human Warrior,rare,0.19
