Set,Release Date,Card Name,# Cubes,Card No.,Mana Cost,Type,Rarity,Price
Magic Online Theme Decks,2010-11-08,Merfolk Looter,12,A27,{1}{U},Creature — Merfolk Rogue,uncommon,
Magic Online Theme Decks,2010-11-08,Man-o'-War,23,A26,{2}{U},Creature — Jellyfish,common,
Magic Online Theme Decks,2010-11-08,Mulldrifter,29,A28,{4}{U},Creature — Elemental,common,
Magic Online Theme Decks,2010-11-08,Capsize,17,A18,{1}{U}{U},Instant,common,
Magic Online Theme Decks,2010-11-08,Compulsive Research,15,A19,{2}{U},Sorcery,common,
Magic Online Theme Decks,2010-11-08,Carrion Feeder,24,A40,{B},Creature — Zombie,common,
Magic Online Theme Decks,2010-11-08,Twisted Abomination,11,A51,{5}{B},Creature — Zombie Mutant,common,
Magic Online Theme Decks,2010-11-08,Ashes to Ashes,13,A37,{1}{B}{B},Sorcery,uncommon,
Magic Online Theme Decks,2010-11-08,Keldon Marauders,14,B19,{1}{R},Creature — Human Warrior,common,
Magic Online Theme Decks,2010-11-08,Hissing Iguanar,16,A58,{2}{R},Creature — Lizard,common,
Magic Online Theme Decks,2010-11-08,Lightning Bolt,28,B21,{R},Instant,common,
Magic Online Theme Decks,2010-11-08,Fireblast,17,B15,{4}{R}{R},Instant,common,
Magic Online Theme Decks,2010-11-08,Chain Lightning,21,B14,{R},Sorcery,common,
Magic Online Theme Decks,2010-11-08,Rift Bolt,12,B26,{2}{R},Sorcery,common,
Magic Online Theme Decks,2010-11-08,Sakura-Tribe Elder,22,A86,{1}{G},Creature — Snake Shaman,common,
Magic Online Theme Decks,2010-11-08,Werebear,14,A87,{1}{G},Creature — Human Bear Druid,common,
Magic Online Theme Decks,2010-11-08,Yavimaya Elder,15,A92,{1}{G}{G},Creature — Human Druid,common,
Magic Online Theme Decks,2010-11-08,Krosan Tusker,23,A78,{5}{G}{G},Creature — Boar Beast,common,
Magic Online Theme Decks,2010-11-08,Edge of Autumn,6,A67,{1}{G},Sorcery,common,
Magic Online Theme Decks,2010-11-08,Rampant Growth,6,A83,{1}{G},Sorcery,common,
Magic Online Theme Decks,2010-11-08,Momentary Blink,21,A10,{1}{W},Instant,common,
Magic Online Theme Decks,2010-11-08,Terminate,19,A108,{B}{R},Instant,common,
Magic Online Theme Decks,2010-11-08,Armadillo Cloak,17,A94,{1}{G}{W},Enchantment — Aura,uncommon,
Magic Online Theme Decks,2010-11-08,Coiling Oracle,18,A97,{G}{U},Creature — Snake Elf Druid,uncommon,
Magic Online Theme Decks,2010-11-08,Temporal Spring,8,A107,{1}{G}{U},Sorcery,common,
Magic Online Theme Decks,2010-11-08,Bonesplitter,29,B28,{1},Artifact — Equipment,common,
Magic Online Theme Decks,2010-11-08,Azorius Chancery,23,A121,,Land,uncommon,
Magic Online Theme Decks,2010-11-08,Rakdos Carnarium,23,A133,,Land,common,
Magic Online Theme Decks,2010-11-08,Gruul Turf,23,A130,,Land,common,
Magic Online Theme Decks,2010-11-08,Selesnya Sanctuary,23,A137,,Land,uncommon,
Magic Online Theme Decks,2010-11-08,Golgari Rot Farm,23,A129,,Land,common,
Magic Online Theme Decks,2010-11-08,Simic Growth Chamber,23,A138,,Land,uncommon,
Premium Deck Series: Fire and Lightning,2010-11-19,Jackal Pup,13,2,{R},Creature — Jackal,uncommon,
Premium Deck Series: Fire and Lightning,2010-11-19,Keldon Marauders,14,7,{1}{R},Creature — Human Warrior,common,
Premium Deck Series: Fire and Lightning,2010-11-19,Chain Lightning,21,16,{R},Sorcery,common,
Premium Deck Series: Fire and Lightning,2010-11-19,Lightning Bolt,28,17,{R},Instant,common,
Premium Deck Series: Fire and Lightning,2010-11-19,Fireblast,17,26,{4}{R}{R},Instant,common,
Premium Deck Series: Fire and Lightning,2010-11-19,Fireball,12,27,{X}{R},Sorcery,uncommon,
Friday Night Magic 2011,2011-01-01,Go for the Throat,10,11,{1}{B},Instant,rare,
Salvat 2011,2011-01-01,Pacifism,11,15,{1}{W},Enchantment — Aura,common,
Salvat 2011,2011-01-01,Into the Roil,14,39,{1}{U},Instant,common,
Salvat 2011,2011-01-01,Mana Leak,24,42,{1}{U},Instant,common,
Salvat 2011,2011-01-01,Gravedigger,14,71,{3}{B},Creature — Zombie,common,
Salvat 2011,2011-01-01,Incinerate,18,112,{1}{R},Instant,common,
Salvat 2011,2011-01-01,Giant Growth,11,138,{G},Instant,common,
Salvat 2011,2011-01-01,Rampant Growth,6,155,{1}{G},Sorcery,common,
Salvat 2011,2011-01-01,Terminate,19,178,{B}{R},Instant,common,
Masters Edition IV,2011-01-10,Savannah Lions,12,24,{W},Creature — Cat,uncommon,
Masters Edition IV,2011-01-10,Counterspell,29,45,{U}{U},Instant,common,
Masters Edition IV,2011-01-10,Fireball,12,115,{X}{R},Sorcery,uncommon,
Masters Edition IV,2011-01-10,Giant Growth,11,156,{G},Instant,common,
Mirrodin Besieged,2011-02-04,Go for the Throat,10,43,{1}{B},Instant,uncommon,0.83
Mirrodin Besieged,2011-02-04,Phyrexian Rager,23,51,{2}{B},Creature — Phyrexian Horror,common,0.03
Mirrodin Besieged,2011-02-04,Lead the Stampede,4,82,{2}{G},Sorcery,uncommon,0.14
Mirrodin Besieged,2011-02-04,Flayer Husk,21,107,{1},Artifact — Equipment,common,0.08
Mirrodin Besieged,2011-02-04,Pierce Strider,10,123,{4},Artifact Creature — Phyrexian Construct,uncommon,0.05
Duel Decks: Knights vs. Dragons,2011-04-01,Edge of Autumn,6,25,{1}{G},Sorcery,common,0.72
Duel Decks: Knights vs. Dragons,2011-04-01,Oblivion Ring,24,34,{2}{W},Enchantment,common,0.44
Duel Decks: Knights vs. Dragons,2011-04-01,Selesnya Sanctuary,23,37,,Land,common,0.28
New Phyrexia Promos,2011-05-12,Pristine Talisman,14,151,{3},Artifact,common,8.29
New Phyrexia,2011-05-13,Porcelain Legionnaire,24,19,{2}{W/P},Artifact Creature — Phyrexian Soldier,common,0.16
New Phyrexia,2011-05-13,Suture Priest,11,25,{1}{W},Creature — Phyrexian Cleric,common,1.09
New Phyrexia,2011-05-13,Gitaxian Probe,17,35,{U/P},Sorcery,common,1.99
New Phyrexia,2011-05-13,Vault Skirge,22,76,{1}{B/P},Artifact Creature — Phyrexian Imp,common,0.29
New Phyrexia,2011-05-13,Mutagenic Growth,16,116,{G/P},Instant,common,1.25
New Phyrexia,2011-05-13,Thundering Tanadon,7,122,{4}{G/P}{G/P},Artifact Creature — Phyrexian Beast,common,0.07
New Phyrexia,2011-05-13,Pristine Talisman,14,151,{3},Artifact,common,0.21
New Phyrexia,2011-05-13,Sickleslicer,11,157,{3},Artifact — Equipment,uncommon,0.07
Duel Decks: Mirrodin Pure vs. New Phyrexia,2011-05-14,Bonesplitter,29,20,{1},Artifact — Equipment,common,
Duel Decks: Mirrodin Pure vs. New Phyrexia,2011-05-14,Phyrexian Ghoul,7,53,{2}{B},Creature — Phyrexian Zombie,common,
DCI Promos,2011-05-31,Vault Skirge,22,71,{1}{B/P},Artifact Creature — Phyrexian Imp,rare,
Commander 2011,2011-06-17,Journey to Nowhere,25,17,{1}{W},Enchantment,common,1.61
Commander 2011,2011-06-17,Oblivion Ring,24,23,{2}{W},Enchantment,common,0.29
Commander 2011,2011-06-17,Aethersnipe,10,39,{5}{U},Creature — Elemental,common,0.05
Commander 2011,2011-06-17,Mulldrifter,29,52,{4}{U},Creature — Elemental,common,0.44
Commander 2011,2011-06-17,Gravedigger,14,86,{3}{B},Creature — Zombie,common,0.18
Commander 2011,2011-06-17,Krosan Tusker,23,164,{5}{G}{G},Creature — Boar Beast,common,0.10
Commander 2011,2011-06-17,Penumbra Spider,14,167,{2}{G}{G},Creature — Spider,common,0.17
Commander 2011,2011-06-17,Sakura-Tribe Elder,22,169,{1}{G},Creature — Snake Shaman,common,1.00
Commander 2011,2011-06-17,Yavimaya Elder,15,179,{1}{G}{G},Creature — Human Druid,common,0.11
Commander 2011,2011-06-17,Colossal Might,6,190,{R}{G},Instant,common,1.73
Commander 2011,2011-06-17,Desecrator Hag,8,193,{2}{B/G}{B/G},Creature — Hag,common,0.22
Commander 2011,2011-06-17,Fire // Ice,21,198,{1}{R} // {1}{U},Instant // Instant,uncommon,0.63
Commander 2011,2011-06-17,Terminate,19,231,{B}{R},Instant,common,0.67
Commander 2011,2011-06-17,Prophetic Prism,15,256,{2},Artifact,common,0.12
Commander 2011,2011-06-17,Azorius Chancery,23,265,,Land,common,0.17
Commander 2011,2011-06-17,Boros Garrison,23,268,,Land,common,0.16
Commander 2011,2011-06-17,Dimir Aqueduct,24,270,,Land,common,0.29
Commander 2011,2011-06-17,Evolving Wilds,28,272,,Land,common,0.13
Commander 2011,2011-06-17,Golgari Rot Farm,23,275,,Land,common,0.26
Commander 2011,2011-06-17,Gruul Turf,23,276,,Land,common,0.24
Commander 2011,2011-06-17,Izzet Boilerworks,27,278,,Land,common,0.20
Commander 2011,2011-06-17,Orzhov Basilica,23,283,,Land,common,0.24
Commander 2011,2011-06-17,Rakdos Carnarium,23,284,,Land,common,0.25
Commander 2011,2011-06-17,Selesnya Sanctuary,23,287,,Land,common,0.26
Commander 2011,2011-06-17,Simic Growth Chamber,23,288,,Land,common,0.23
Magic 2012,2011-07-15,Elite Vanguard,11,15,{W},Creature — Human Soldier,uncommon,0.05
Magic 2012,2011-07-15,Gideon's Lawkeeper,15,18,{W},Creature — Human Soldier,common,0.08
Magic 2012,2011-07-15,Oblivion Ring,24,27,{2}{W},Enchantment,uncommon,0.20
Magic 2012,2011-07-15,Pacifism,11,28,{1}{W},Enchantment — Aura,common,0.02
Magic 2012,2011-07-15,Stormfront Pegasus,8,38,{1}{W},Creature — Pegasus,common,0.07
Magic 2012,2011-07-15,Mana Leak,24,63,{1}{U},Instant,common,0.16
Magic 2012,2011-07-15,Merfolk Looter,12,65,{1}{U},Creature — Merfolk Rogue,common,0.10
Magic 2012,2011-07-15,Ponder,25,73,{U},Sorcery,common,2.66
Magic 2012,2011-07-15,Gravedigger,14,99,{3}{B},Creature — Zombie,common,0.04
Magic 2012,2011-07-15,Fireball,12,131,{X}{R},Sorcery,uncommon,0.08
Magic 2012,2011-07-15,Incinerate,18,146,{1}{R},Instant,common,0.05
Magic 2012,2011-07-15,Llanowar Elves,28,182,{G},Creature — Elf Druid,common,0.27
Magic 2012,2011-07-15,Rampant Growth,6,190,{1}{G},Sorcery,common,0.30
Duel Decks: Ajani vs. Nicol Bolas,2011-09-02,Qasali Pridemage,19,10,{G}{W},Creature — Cat Wizard,common,0.31
Duel Decks: Ajani vs. Nicol Bolas,2011-09-02,Lead the Stampede,4,24,{2}{G},Sorcery,uncommon,0.70
Duel Decks: Ajani vs. Nicol Bolas,2011-09-02,Evolving Wilds,28,32,,Land,common,0.08
Duel Decks: Ajani vs. Nicol Bolas,2011-09-02,Deep Analysis,20,65,{3}{U},Sorcery,uncommon,0.31
Innistrad,2011-09-30,Doomed Traveler,17,11,{W},Creature — Human Soldier,common,0.09
Innistrad,2011-09-30,Rally the Peasants,21,28,{2}{W},Instant,uncommon,0.11
Innistrad,2011-09-30,Dead Weight,14,96,{B},Enchantment — Aura,common,0.07
Innistrad,2011-09-30,Falkenrath Noble,19,100,{3}{B},Creature — Vampire Noble,uncommon,0.29
Innistrad,2011-09-30,Moan of the Unhallowed,14,109,{2}{B}{B},Sorcery,uncommon,0.10
Innistrad,2011-09-30,Typhoid Rats,2,120,{B},Creature — Rat,common,0.14
Innistrad,2011-09-30,Ambush Viper,12,169,{1}{G},Creature — Snake,common,0.09
Innistrad,2011-09-30,Travel Preparations,12,206,{1}{G},Sorcery,common,0.07
Premium Deck Series: Graveborn,2011-11-18,Faceless Butcher,15,3,{2}{B}{B},Creature — Nightmare Horror,common,
Premium Deck Series: Graveborn,2011-11-18,Twisted Abomination,11,4,{5}{B},Creature — Zombie Mutant,common,
Friday Night Magic 2012,2012-01-01,Evolving Wilds,28,10,,Land,rare,
Friday Night Magic 2012,2012-01-01,Gitaxian Probe,17,12,{U/P},Sorcery,rare,
Wizards Play Network 2012,2012-01-01,Gather the Townsfolk,9,79,{1}{W},Sorcery,rare,
Dark Ascension,2012-02-03,Gather the Townsfolk,9,8,{1}{W},Sorcery,common,0.14
Dark Ascension,2012-02-03,Tragic Slip,14,76,{B},Instant,common,0.25
Dark Ascension,2012-02-03,Wakedancer,7,79,{2}{B},Creature — Human Shaman,uncommon,0.08
Dark Ascension,2012-02-03,Faithless Looting,23,87,{R},Sorcery,common,0.34
Dark Ascension,2012-02-03,Evolving Wilds,28,155,,Land,common,0.14
IDW Comics Inserts,2012-02-29,Faithless Looting,23,2,{R},Sorcery,rare,3.85
Duel Decks: Venser vs. Koth,2012-03-30,Preordain,25,24,{U},Sorcery,common,3.02
Duel Decks: Venser vs. Koth,2012-03-30,Oblivion Ring,24,28,{2}{W},Enchantment,uncommon,0.31
Duel Decks: Venser vs. Koth,2012-03-30,Azorius Chancery,23,33,,Land,common,0.16
Duel Decks: Venser vs. Koth,2012-03-30,Wayfarer's Bauble,9,63,{1},Artifact,common,0.39
Duel Decks: Venser vs. Koth,2012-03-30,Vulshok Morningstar,17,66,{2},Artifact — Equipment,uncommon,0.12
Avacyn Restored,2012-05-04,Seraph of Dawn,11,35,{2}{W}{W},Creature — Angel,common,0.08
Avacyn Restored,2012-05-04,Ghostly Flicker,23,57,{2}{U},Instant,common,0.49
Avacyn Restored,2012-05-04,Mist Raven,16,67,{2}{U}{U},Creature — Bird,common,0.03
Planechase 2012,2012-06-01,Ninja of the Deep Hours,27,21,{3}{U},Creature — Human Ninja,common,3.02
Planechase 2012,2012-06-01,Peregrine Drake,13,22,{4}{U},Creature — Drake,uncommon,0.75
Planechase 2012,2012-06-01,Liliana's Specter,18,34,{1}{B}{B},Creature — Specter,common,0.27
Planechase 2012,2012-06-01,Okiba-Gang Shinobi,18,35,{3}{B}{B},Creature — Rat Ninja,common,0.78
Planechase 2012,2012-06-01,Beetleback Chief,21,40,{2}{R}{R},Creature — Goblin Warrior,uncommon,0.49
Planechase 2012,2012-06-01,Hissing Iguanar,16,46,{2}{R},Creature — Lizard,common,0.15
Planechase 2012,2012-06-01,Nest Invader,13,69,{1}{G},Creature — Eldrazi Drone,common,0.29
Planechase 2012,2012-06-01,Penumbra Spider,14,73,{2}{G}{G},Creature — Spider,common,0.22
Planechase 2012,2012-06-01,Rancor,28,76,{G},Enchantment — Aura,common,1.37
Planechase 2012,2012-06-01,Flayer Husk,21,110,{1},Artifact — Equipment,common,0.14
Planechase 2012,2012-06-01,Dimir Aqueduct,24,116,,Land,common,0.24
Planechase 2012,2012-06-01,Gruul Turf,23,119,,Land,common,0.26
Planechase 2012,2012-06-01,Selesnya Sanctuary,23,125,,Land,common,0.28
Magic 2013,2012-07-13,Attended Knight,16,5,{2}{W},Creature — Human Knight,common,0.05
Magic 2013,2012-07-13,Oblivion Ring,24,22,{2}{W},Enchantment,uncommon,0.17
Magic 2013,2012-07-13,Pacifism,11,24,{1}{W},Enchantment — Aura,common,0.02
Magic 2013,2012-07-13,Archaeomancer,19,41,{2}{U}{U},Creature — Human Wizard,common,0.24
Magic 2013,2012-07-13,Krenko's Command,9,139,{1}{R},Sorcery,common,0.28
Magic 2013,2012-07-13,Searing Spear,11,147,{1}{R},Instant,common,0.13
Magic 2013,2012-07-13,Primal Huntbeast,7,182,{3}{G},Creature — Beast,common,0.04
Magic 2013,2012-07-13,Rancor,28,185,{G},Enchantment — Aura,uncommon,0.94
Magic 2013,2012-07-13,Evolving Wilds,28,224,,Land,common,0.08
From the Vault: Realms,2012-08-31,Desert,14,4,,Land — Desert,mythic,
Duel Decks: Izzet vs. Golgari,2012-09-07,Goblin Electromancer,9,3,{U}{R},Creature — Goblin Wizard,common,0.34
Duel Decks: Izzet vs. Golgari,2012-09-07,Izzet Charm,11,21,{U}{R},Instant,uncommon,0.32
Duel Decks: Izzet vs. Golgari,2012-09-07,Fire // Ice,21,32,{1}{R} // {1}{U},Instant // Instant,uncommon,0.28
Duel Decks: Izzet vs. Golgari,2012-09-07,Izzet Boilerworks,27,34,,Land,common,0.21
Duel Decks: Izzet vs. Golgari,2012-09-07,Plagued Rusalka,8,46,{B},Creature — Spirit,uncommon,0.12
Duel Decks: Izzet vs. Golgari,2012-09-07,Putrid Leech,9,53,{B}{G},Creature — Zombie Leech,common,0.14
Duel Decks: Izzet vs. Golgari,2012-09-07,Dreg Mangler,14,56,{1}{B}{G},Creature — Plant Zombie,uncommon,0.13
Duel Decks: Izzet vs. Golgari,2012-09-07,Golgari Rot Farm,23,80,,Land,common,0.27
Return to Ravnica,2012-10-05,Dynacharge,14,92,{R},Instant,common,0.06
Return to Ravnica,2012-10-05,Giant Growth,11,125,{G},Instant,common,0.02
Return to Ravnica,2012-10-05,Dreg Mangler,14,158,{1}{B}{G},Creature — Plant Zombie,uncommon,0.05
Return to Ravnica Promos,2012-10-05,Dreg Mangler,14,158,{1}{B}{G},Creature — Plant Zombie,uncommon,
Return to Ravnica,2012-10-05,Goblin Electromancer,9,163,{U}{R},Creature — Goblin Wizard,common,0.15
Return to Ravnica,2012-10-05,Izzet Charm,11,172,{U}{R},Instant,uncommon,0.21
Return to Ravnica,2012-10-05,Lyev Skyknight,8,179,{1}{W}{U},Creature — Human Knight,uncommon,0.07
Magic Online Promos,2012-12-20,Desert,14,35148,,Land — Desert,rare,
Friday Night Magic 2013,2013-01-01,Searing Spear,11,1,{1}{R},Instant,rare,
Friday Night Magic 2013,2013-01-01,Izzet Charm,11,6,{U}{R},Instant,rare,
Friday Night Magic 2013,2013-01-01,Experiment One,18,9,{G},Creature — Human Ooze,rare,
Magic Online Promos,2013-01-11,Mind Stone,23,31405,{2},Artifact,uncommon,
Magic Online Promos,2013-01-11,Incinerate,18,31419,{1}{R},Instant,common,
Magic Online Promos,2013-01-11,Armadillo Cloak,17,31455,{1}{G}{W},Enchantment — Aura,common,
Magic Online Promos,2013-01-11,Firebolt,23,31469,{R},Sorcery,common,
Magic Online Promos,2013-01-11,Mana Leak,24,31481,{1}{U},Instant,common,
Magic Online Promos,2013-01-11,Fire // Ice,21,31497,{1}{R} // {1}{U},Instant // Instant,uncommon,
Magic Online Promos,2013-01-11,Krosan Tusker,23,32575,{5}{G}{G},Creature — Boar Beast,common,
Magic Online Promos,2013-01-11,Dimir Guildmage,15,32579,{U/B}{U/B},Creature — Human Wizard,uncommon,
Magic Online Promos,2013-01-11,Wall of Roots,16,35114,{1}{G},Creature — Plant Wall,common,
Magic Online Promos,2013-01-11,Ponder,25,35118,{U},Sorcery,common,
Magic Online Promos,2013-01-11,Remove Soul,7,35130,{1}{U},Instant,common,
Magic Online Promos,2013-01-11,Deep Analysis,20,35150,{3}{U},Sorcery,common,
Magic Online Promos,2013-01-11,Impulse,14,36006,{1}{U},Instant,common,
Magic Online Promos,2013-01-11,Capsize,17,36040,{1}{U}{U},Instant,common,
Magic Online Promos,2013-01-11,Jackal Pup,13,36056,{R},Creature — Jackal,uncommon,
Magic Online Promos,2013-01-11,Oblivion Ring,24,36202,{2}{W},Enchantment,common,
Magic Online Promos,2013-01-11,Chainer's Edict,15,36242,{1}{B},Sorcery,uncommon,
Magic Online Promos,2013-01-11,Carrion Feeder,24,36264,{B},Creature — Zombie,common,
Magic Online Promos,2013-01-11,Skyknight Legionnaire,14,36296,{1}{R}{W},Creature — Human Knight,common,
Magic Online Promos,2013-01-11,Liliana's Specter,18,37602,{1}{B}{B},Creature — Specter,common,
Magic Online Promos,2013-01-11,Rift Bolt,12,37849,{2}{R},Sorcery,common,
Magic Online Promos,2013-01-11,Pierce Strider,10,39017,{4},Artifact Creature — Phyrexian Construct,uncommon,
Magic Online Promos,2013-01-11,Suture Priest,11,40070,{1}{W},Creature — Phyrexian Cleric,common,
Magic Online Promos,2013-01-11,Pristine Talisman,14,40074,{3},Artifact,common,
Magic Online Promos,2013-01-11,Go for the Throat,10,42878,{1}{B},Instant,uncommon,
Magic Online Promos,2013-01-11,Kor Skyfisher,24,43548,{1}{W},Creature — Kor Soldier,common,
Gatecrash,2013-02-01,Syndic of Tithes,14,26,{1}{W},Creature — Human Cleric,common,0.05
Gatecrash,2013-02-01,Basilica Screecher,10,58,{1}{B},Creature — Bat,common,0.17
Gatecrash,2013-02-01,Experiment One,18,119,{G},Creature — Human Ooze,uncommon,0.15
Gatecrash,2013-02-01,Dinrova Horror,23,155,{4}{U}{B},Creature — Horror,uncommon,0.11
Gatecrash,2013-02-01,Kingpin's Pet,14,173,{1}{W}{B},Creature — Thrull,common,0.10
Gatecrash,2013-02-01,Skyknight Legionnaire,14,197,{1}{R}{W},Creature — Human Knight,common,0.02
Gatecrash,2013-02-01,Wojek Halberdiers,7,208,{R}{W},Creature — Human Soldier,common,0.05
Gatecrash,2013-02-01,Burning-Tree Emissary,23,216,{R/G}{R/G},Creature — Human Shaman,uncommon,0.14
Gatecrash,2013-02-01,Prophetic Prism,15,234,{2},Artifact,common,0.08
Magic Online Promos,2013-03-07,Gitaxian Probe,17,46869,{U/P},Sorcery,common,
Duel Decks: Sorin vs. Tibalt,2013-03-15,Doomed Traveler,17,2,{W},Creature — Human Soldier,common,0.10
Duel Decks: Sorin vs. Tibalt,2013-03-15,Unmake,12,27,{W/B}{W/B}{W/B},Instant,common,0.62
Duel Decks: Sorin vs. Tibalt,2013-03-15,Evolving Wilds,28,33,,Land,common,0.08
Duel Decks: Sorin vs. Tibalt,2013-03-15,Scorched Rusalka,9,43,{R},Creature — Spirit,uncommon,0.10
Duel Decks: Sorin vs. Tibalt,2013-03-15,Faithless Looting,23,59,{R},Sorcery,common,0.57
Duel Decks: Sorin vs. Tibalt,2013-03-15,Flame Slash,14,60,{R},Sorcery,common,0.31
Duel Decks: Sorin vs. Tibalt,2013-03-15,Terminate,19,64,{B}{R},Instant,common,0.47
Duel Decks: Sorin vs. Tibalt,2013-03-15,Rakdos Carnarium,23,74,,Land,common,0.21
Magic Online Promos,2013-04-09,Searing Spear,11,48003,{1}{R},Instant,common,
Dragon's Maze,2013-05-03,Rubblebelt Maaka,2,38,{3}{R},Creature — Cat,common,0.02
Dragon's Maze,2013-05-03,Spike Jester,4,106,{B}{R},Creature — Goblin Warrior,uncommon,0.06
Dragon's Maze,2013-05-03,Tithe Drinker,12,109,{W}{B},Creature — Vampire,common,0.22
Modern Masters,2013-06-07,Aethersnipe,10,36,{5}{U},Creature — Elemental,common,0.05
Modern Masters,2013-06-07,Errant Ephemeron,13,41,{6}{U},Creature — Illusion,common,0.04
Modern Masters,2013-06-07,Mulldrifter,29,54,{4}{U},Creature — Elemental,uncommon,0.32
Modern Masters,2013-06-07,Pestermite,10,59,{2}{U},Creature — Faerie Rogue,common,0.33
Modern Masters,2013-06-07,Death Denied,17,77,{X}{B}{B},Instant — Arcane,common,0.11
Modern Masters,2013-06-07,Mogg War Marshal,22,122,{1}{R},Creature — Goblin Warrior,common,0.12
Modern Masters,2013-06-07,Rift Bolt,12,126,{2}{R},Sorcery,common,0.26
Modern Masters,2013-06-07,Moldervine Cloak,13,155,{2}{G},Enchantment — Aura,common,0.17
Modern Masters,2013-06-07,Penumbra Spider,14,157,{2}{G}{G},Creature — Spider,common,0.18
Modern Masters,2013-06-07,Bonesplitter,29,202,{1},Artifact — Equipment,common,0.14
Magic 2014,2013-07-19,Pacifism,11,25,{1}{W},Enchantment — Aura,common,0.03
Magic 2014,2013-07-19,Archaeomancer,19,43,{2}{U}{U},Creature — Human Wizard,common,0.22
Magic 2014,2013-07-19,Warden of Evos Isle,8,79,{2}{U},Creature — Bird Wizard,uncommon,0.05
Magic 2014,2013-07-19,Elvish Mystic,19,169,{G},Creature — Elf Druid,common,0.23
Magic 2014,2013-07-19,Giant Growth,11,174,{G},Instant,common,0.05
Magic Online Promos,2013-08-09,Izzet Charm,11,48192,{U}{R},Instant,uncommon,
From the Vault: Twenty,2013-08-23,Fyndhorn Elves,18,4,{G},Creature — Elf Druid,mythic,
From the Vault: Twenty,2013-08-23,Impulse,14,5,{1}{U},Instant,mythic,
From the Vault: Twenty,2013-08-23,Chainer's Edict,15,10,{1}{B},Sorcery,mythic,
Duel Decks: Heroes vs. Monsters,2013-09-06,Krosan Tusker,23,59,{5}{G}{G},Creature — Boar Beast,common,0.07
Theros,2013-09-27,Gods Willing,7,16,{W},Instant,common,0.07
Theros,2013-09-27,Mnemonic Wall,12,55,{4}{U},Creature — Wall,common,0.10
Theros,2013-09-27,Gray Merchant of Asphodel,20,89,{3}{B}{B},Creature — Zombie,common,0.51
Theros,2013-09-27,Read the Bones,16,101,{2}{B},Sorcery,common,0.17
Theros,2013-09-27,Lightning Strike,18,127,{1}{R},Instant,common,0.08
Theros,2013-09-27,Nessian Asp,10,164,{4}{G},Creature — Snake,common,0.02
Magic Online Promos,2013-10-16,Experiment One,18,49838,{G},Creature — Human Ooze,uncommon,
Commander 2013,2013-11-01,Deep Analysis,20,38,{3}{U},Sorcery,common,0.20
Commander 2013,2013-11-01,Mnemonic Wall,12,50,{4}{U},Creature — Wall,common,0.29
Commander 2013,2013-11-01,Fireball,12,106,{X}{R},Sorcery,uncommon,0.17
Commander 2013,2013-11-01,Krosan Tusker,23,154,{5}{G}{G},Creature — Boar Beast,common,0.10
Commander 2013,2013-11-01,Sakura-Tribe Elder,22,168,{1}{G},Creature — Snake Shaman,common,1.21
Commander 2013,2013-11-01,Soul Manipulation,14,215,{1}{U}{B},Instant,common,0.22
Commander 2013,2013-11-01,Pristine Talisman,14,255,{3},Artifact,common,0.25
Commander 2013,2013-11-01,Wayfarer's Bauble,9,270,{1},Artifact,common,0.54
Commander 2013,2013-11-01,Azorius Chancery,23,274,,Land,common,0.17
Commander 2013,2013-11-01,Boros Garrison,23,279,,Land,common,0.15
Commander 2013,2013-11-01,Evolving Wilds,28,287,,Land,common,0.08
Commander 2013,2013-11-01,Golgari Rot Farm,23,291,,Land,common,0.25
Commander 2013,2013-11-01,Izzet Boilerworks,27,296,,Land,common,0.24
Commander 2013,2013-11-01,Orzhov Basilica,23,311,,Land,common,0.21
Commander 2013,2013-11-01,Rakdos Carnarium,23,313,,Land,common,0.29
Commander 2013,2013-11-01,Selesnya Sanctuary,23,322,,Land,common,0.27
Friday Night Magic 2014,2014-01-01,Elvish Mystic,19,2,{G},Creature — Elf Druid,rare,
Magic Online Promos,2014-02-14,Elvish Mystic,19,51538,{G},Creature — Elf Druid,common,
Duel Decks: Jace vs. Vraska,2014-03-14,Sea Gate Oracle,16,10,{2}{U},Creature — Human Wizard,common,0.16
Duel Decks: Jace vs. Vraska,2014-03-14,Archaeomancer,19,13,{2}{U}{U},Creature — Human Wizard,common,0.27
Duel Decks: Jace vs. Vraska,2014-03-14,Errant Ephemeron,13,20,{6}{U},Creature — Illusion,common,0.03
Duel Decks: Jace vs. Vraska,2014-03-14,Into the Roil,14,23,{1}{U},Instant,common,0.11
Duel Decks: Jace vs. Vraska,2014-03-14,Putrid Leech,9,51,{B}{G},Creature — Zombie Leech,common,0.12
Duel Decks: Jace vs. Vraska,2014-03-14,Tragic Slip,14,66,{B},Instant,common,0.28
Duel Decks: Jace vs. Vraska,2014-03-14,Night's Whisper,18,68,{1}{B},Sorcery,uncommon,1.69
Journey into Nyx,2014-05-02,Flurry of Horns,7,96,{4}{R},Sorcery,common,0.05
Modern Event Deck 2014,2014-05-30,Raise the Alarm,20,8,{1}{W},Instant,common,0.14
Conspiracy,2014-06-06,Custodi Squire,20,18,{4}{W},Creature — Spirit Cleric,common,0.17
Conspiracy,2014-06-06,Cogwork Librarian,10,58,{4},Artifact Creature — Construct,common,0.31
Conspiracy,2014-06-06,Doomed Traveler,17,69,{W},Creature — Human Soldier,common,0.04
Conspiracy,2014-06-06,Compulsive Research,15,93,{2}{U},Sorcery,common,0.12
